-0.0044557,8.9582e-05,0.00014083,1.6195e-05,6.1403e-06,1.8748e-05,6.0062e-05,8.5134e-07,0.65424,0,0,0.00020841,0,-1.3111e-06,-0.00081006,-0.00084471,-0.0010911,2.0256e-07,-3.7129e-09,2.1688e-07,1.6742e-06,1.6775e-06,1.6455e-06,1.6676e-06,-1.2301e-06,0.00020837,-0.00020837,-1.0018e-06,-1.3023e-06,-1.8604e-06,-3.2557e-06,-0.00020837,-0.00035183,-39.944,-9.9861,-639.11,0,0,0,0,0,0,4.2461e-09,0.0014127,0,0,5.9163e-07,0,2.0773e-06,2.0773e-06,2.0773e-06,2.0773e-06,2.0773e-06,2.0773e-06,2.0773e-06,2.0773e-06,2.0773e-06,2.5839e-06,2.5521e-06,2.0773e-06,5.9159e-07,-5.9159e-07,-2.8442e-09,-3.6974e-09,-5.2821e-09,-9.2436e-09,-5.9159e-07,-1.0201e-06,0,0,0
-3.1643,-19.686,-0.00042312,-4.8657e-05,-1.8448e-05,-5.6327e-05,-0.00018045,-2.5578e-06,-1.9656,0,0,-0.099958,0,3.9392e-06,18.767,0.0025379,1.2675,-0.31357,1.1155e-08,-6.5159e-07,-5.0299e-06,-5.0398e-06,-4.9439e-06,-5.0101e-06,3.6957e-06,-0.098565,0.098565,0.00047387,0.00061603,0.00088004,0.0015401,0.098565,0.098996,120.01,30.002,1920.2,0,0,0,0,0,0,-1.2757e-08,-0.0042444,0,0,-1.7775e-06,0,-6.2412e-06,-6.2412e-06,-6.2412e-06,-6.2412e-06,-6.2412e-06,-6.2412e-06,-6.2412e-06,-6.2412e-06,-6.2412e-06,-7.7632e-06,-7.6676e-06,-6.2412e-06,-1.7774e-06,1.7774e-06,8.5452e-09,1.1109e-08,1.587e-08,2.7772e-08,1.7774e-06,3.0647e-06,0,0,0
-33.718,-0.00012883,-48.058,-2.329e-05,-8.8303e-06,-2.6961e-05,-8.6375e-05,-1.2243e-06,-0.94086,0,0,-0.1164,0,1.8855e-06,0.0011649,19.57,0.0015691,-2.913e-07,-0.4178,-3.1189e-07,-2.4076e-06,-2.4123e-06,-2.3664e-06,-2.3981e-06,1.769e-06,-0.11477,0.11477,0.00055178,0.00071732,0.0010247,0.0017933,0.11477,0.11498,57.443,14.361,919.09,0,0,0,0,0,0,-6.1063e-09,-0.0020316,0,0,-8.5083e-07,0,-2.9874e-06,-2.9874e-06,-2.9874e-06,-2.9874e-06,-2.9874e-06,-2.9874e-06,-2.9874e-06,-2.9874e-06,-2.9874e-06,-3.7159e-06,-3.6702e-06,-2.9874e-06,-8.5076e-07,8.5076e-07,4.0902e-09,5.3173e-09,7.5961e-09,1.3293e-08,8.5076e-07,1.4669e-06,0,0,0
-20.771,-0.0014347,-0.0022554,-4.2727,-9.8336e-05,-0.00030025,-0.00096189,-1.3634e-05,24022,0,0,-0.030899,0,2.0998e-05,0.012973,0.013528,24.038,-3.244e-06,5.9462e-08,-0.37467,-2.6812e-05,-2.6864e-05,-2.6353e-05,-2.6706e-05,1.97e-05,-0.029216,0.029216,0.00014046,0.0001826,0.00026086,0.0004565,0.029216,0.031514,639.71,159.93,10235,0,0,0,0,0,0,-6.8002e-08,-0.022625,0,0,-9.475e-06,0,-3.3269e-05,-3.3269e-05,-3.3269e-05,-3.3269e-05,-3.3269e-05,-3.3269e-05,-3.3269e-05,-3.3269e-05,-3.3269e-05,-4.1381e-05,-4.0872e-05,-3.3269e-05,-9.4743e-06,9.4743e-06,4.555e-08,5.9215e-08,8.4592e-08,1.4804e-07,9.4743e-06,1.6336e-05,0,0,0
0.42997,-0.0004611,10.283,-8.336e-05,-4.5885,1.0646,-0.00030916,-4.3821e-06,2483.8,0,0,0.01825,0,6.7487e-06,0.0041696,0.004348,0.0056161,-1.0426e-06,0.089551,-1.1163e-06,-0.21401,-8.6344e-06,-8.47e-06,-8.5835e-06,6.3316e-06,0.018241,-0.018241,-8.7696e-05,-0.00011401,-0.00016286,-0.00028501,-0.018241,-0.017502,205.6,51.401,3289.7,0,0,0,0,0,0,-2.1856e-08,-0.0072717,0,0,-3.0453e-06,0,-1.0693e-05,-1.0693e-05,-1.0693e-05,-1.0693e-05,-1.0693e-05,-1.0693e-05,-1.0693e-05,-1.0693e-05,-1.0693e-05,-1.33e-05,-1.3136e-05,-1.0693e-05,-3.0451e-06,3.0451e-06,1.464e-08,1.9032e-08,2.7188e-08,4.7579e-08,3.0451e-06,5.2505e-06,0,0,0
-14.975,2.278,11.624,-0.00013729,2.8471,-6.2193,-0.00050915,-7.2169e-06,6645.2,0,0,0.023036,0,1.1115e-05,0.0068669,0.0071607,0.0092493,0.036441,0.10123,-1.8385e-06,-0.57224,-1.422e-05,-1.3949e-05,-1.4136e-05,1.0428e-05,0.023388,-0.023388,-0.00011244,-0.00014617,-0.00020882,-0.00036544,-0.023388,-0.022172,338.61,84.653,5417.8,0,0,0,0,0,0,-3.5995e-08,-0.011976,0,0,-5.0154e-06,0,-1.761e-05,-1.761e-05,-1.761e-05,-1.761e-05,-1.761e-05,-1.761e-05,-1.761e-05,-1.761e-05,-1.761e-05,-2.1904e-05,-2.1635e-05,-1.761e-05,-5.015e-06,5.015e-06,2.411e-08,3.1344e-08,4.4777e-08,7.8359e-08,5.015e-06,8.6471e-06,0,0,0
-25.851,4.7323,2.235,-6.7284e-05,2.2263,-0.52576,-11.691,-3.537e-06,22445,0,0,0.01185,0,5.4472e-06,0.0033655,0.0035094,0.004533,0.075688,0.019468,-9.0104e-07,0.10565,-0.56214,-6.8365e-06,-6.9282e-06,5.1106e-06,0.012456,-0.012456,-5.9884e-05,-7.7849e-05,-0.00011121,-0.00019462,-0.012456,-0.01186,165.95,41.488,2655.2,0,0,0,0,0,0,-1.7641e-08,-0.0058693,0,0,-2.458e-06,0,-8.6305e-06,-8.6305e-06,-8.6305e-06,-8.6305e-06,-8.6305e-06,-8.6305e-06,-8.6305e-06,-8.6305e-06,-8.6305e-06,-1.0735e-05,-1.0603e-05,-8.6305e-06,-2.4578e-06,2.4578e-06,1.1816e-08,1.5361e-08,2.1945e-08,3.8404e-08,2.4578e-06,4.2379e-06,0,0,0
-26.519,7.1696,17.857,2.6693,-0.80556,4.1857,5.8132,-0.34357,-32886,0,0,-64.279,0,0.000251,0.15508,0.16171,0.20888,0.1149,0.15574,0.23873,0.47889,0.28165,-0.89317,-0.00031924,0.00023549,-64.279,64.279,0.30903,0.40174,0.57392,1.0044,64.279,108.85,7646.8,1911.7,1.2235e+05,0,0,0,0,0,0,-8.1287e-07,-0.27045,0,0,-0.00011326,0,-0.00039768,-0.00039768,-0.00039768,-0.00039768,-0.00039768,-0.00039768,-0.00039768,-0.00039768,-0.00039768,-0.00049466,-0.00048857,-0.00039768,-0.00011325,0.00011325,5.4449e-07,7.0783e-07,1.0112e-06,1.7696e-06,0.00011325,0.00019528,0,0,0
1.2105e-05,3.3304,2.6827,1.1453,0.097816,0.97675,4.394,-1.2794e-10,-4.1405e+05,0,0,0.017996,0,1.9704e-10,1.2174e-07,1.2695e-07,1.6398e-07,0.053262,0.023361,0.10233,0.13399,0.21271,-2.473e-10,-1.2728,1.8487e-10,0.017996,-0.017996,-8.652e-05,-0.00011248,-0.00016068,-0.00028119,-0.017996,-0.017996,3.7901,0.0015008,0.096049,0,0,0,0,0,0,-6.3814e-13,-2.1231e-07,0,0,-8.8915e-11,0,-3.122e-10,-3.122e-10,-3.122e-10,-3.122e-10,-3.122e-10,-3.122e-10,-3.122e-10,-3.122e-10,-3.122e-10,-3.8833e-10,-3.8355e-10,-3.122e-10,-8.8908e-11,8.8908e-11,4.2744e-13,5.5568e-13,7.9382e-13,1.3892e-12,8.8908e-11,1.533e-10,0,0,0
3.1519,-0.0033806,-0.0053147,-0.00061116,-0.00023172,-0.00070751,-0.0022666,0.2445,3.7571e+05,-200.08,0,59.553,0,4.9479e-05,0.03057,0.031878,0.041175,-7.6442e-06,1.4012e-07,-8.1845e-06,-6.318e-05,-6.3304e-05,0.82592,1.2053,4.6421e-05,59.548,-59.548,-0.28629,-0.37217,-0.53168,-0.93043,-59.548,-100.75,1507.4,382.81,24119,0,0,0,0,0,0,-1.6024e-07,-0.053313,0,0,-2.2327e-05,0,-7.8394e-05,-7.8394e-05,-7.8394e-05,-7.8394e-05,-7.8394e-05,-7.8394e-05,-7.8394e-05,-7.8394e-05,-7.8394e-05,-9.7511e-05,-9.6311e-05,-7.8394e-05,-2.2325e-05,2.2325e-05,1.0733e-07,1.3953e-07,1.9933e-07,3.4883e-07,2.2325e-05,3.8495e-05,0,0,0
